risk_score,event_count,total_usage,flagged_status,user_bin_score,days_since_activity,account_type,months_since_update,membership_flag,loyalty_tier,satisfaction_score,reported_fraud_flag,account_balance,num_transactions,high_risk_flag,account_age_years,stability_rank,rule_alert_flag,violation_count,device_consistency_flag,education_level,gender_flag,employment_status,recent_alerts,weeks_since_account_open
12,0,4,0,999,0,3,3,1,1,9,0,52428,995,0,6,9,0,0,1,1,2,1,0,0
4,0,4,0,999,2,3,3,1,1,9,1,996147,995,0,6,9,0,0,2,1,2,1,0,0
52,0,48,0,999,5,3,7,1,1,9,0,52428,995,1,6,2,0,0,2,1,2,2,0,0
31,0,200,0,159,2,3,2,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
2,0,4,0,999,1,3,3,2,1,9,0,996147,995,0,6,1,0,0,1,1,2,1,0,0
17,0,6,0,999,0,1,6,1,1,9,1,52428,1,2,1,2,0,0,1,1,1,1,0,40
50,0,4,0,999,1,3,3,1,1,9,0,52428,995,1,1,1,0,0,2,1,2,1,0,0
32,0,40,0,999,5,3,2,1,1,2,0,52428,995,1,5,1,0,0,1,3,2,2,0,0
32,0,150,0,295,2,1,6,1,1,9,1,52428,11,2,6,2,0,0,2,1,1,1,0,30
55,0,4,0,999,2,3,2,2,1,9,0,52428,995,1,6,1,0,0,1,3,1,1,0,0
78,0,5,0,999,3,3,6,2,1,9,1,52428,995,1,6,9,0,0,1,3,2,1,0,0
0,0,4,0,999,2,3,6,1,1,9,0,996147,995,0,6,2,0,0,2,1,1,1,0,0
12,0,4,0,999,0,3,5,1,1,9,1,996147,995,0,6,4,0,0,2,1,2,1,0,0
0,0,40,0,999,1,3,6,1,1,2,1,996147,995,0,6,2,0,0,1,3,1,1,0,0
5,0,48,0,999,99,3,13,2,1,9,0,996147,995,0,6,2,0,0,1,1,1,1,0,0
73,0,53,0,999,0,3,8,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,2,0,0
3,0,6,0,999,0,3,10,1,1,9,0,996147,995,0,6,3,0,0,2,1,1,1,0,0
43,0,4,0,999,1,3,2,1,1,9,0,52428,995,1,6,2,0,0,2,1,1,1,0,0
2,0,54,0,999,1,3,5,1,1,9,0,52428,995,0,6,9,0,0,1,1,2,1,0,0
12,0,50,0,999,0,3,4,2,1,9,1,996147,995,0,6,9,0,0,2,1,2,1,0,0
34,0,200,0,999,4,3,4,1,1,9,0,52428,995,1,6,3,0,0,2,1,1,2,0,0
31,0,4,3,999,2,3,8,1,1,9,1,52428,995,1,1,2,0,0,1,1,2,1,0,0
17,0,150,0,999,0,3,1,1,1,9,0,52428,995,1,2,2,0,0,1,1,2,2,0,0
23,0,48,2,999,2,2,3,2,1,9,1,52428,995,2,1,1,0,0,1,3,1,1,0,52
50,0,40,0,999,2,1,4,1,1,9,0,52428,119,2,1,2,0,0,1,1,1,1,0,52
34,0,4,0,999,1,1,5,1,1,9,0,52428,99,2,1,2,0,0,1,1,1,2,0,40
0,0,19,3,999,11,3,4,1,1,9,0,52428,995,1,6,2,0,0,2,1,2,2,0,0
16,0,35,0,999,4,3,7,1,1,9,0,52428,1,1,1,9,0,0,1,1,2,1,0,0
10,0,4,0,999,1,3,7,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,2,0,0
11,0,4,0,999,2,3,3,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
8,0,21,0,40,3,3,8,1,1,9,0,52428,995,1,1,3,0,0,2,1,1,1,0,0
15,0,19,0,999,2,3,1,1,1,9,0,52428,995,1,6,1,0,0,1,1,1,1,0,0
43,0,4,0,295,2,3,4,1,1,9,1,52428,995,1,6,3,0,0,0,5,1,2,0,0
24,0,6,0,999,4,1,3,1,1,9,0,52428,5,2,1,2,0,0,2,1,2,2,0,52
22,0,4,0,999,8,1,2,1,1,9,0,52428,120,2,1,2,0,4,2,1,1,2,2,52
10,0,54,0,999,0,3,4,1,1,9,0,996147,995,0,6,2,0,0,1,1,1,1,0,0
43,0,200,0,999,6,1,8,1,1,9,0,52428,1,2,1,1,0,0,1,3,1,2,0,50
18,0,90,0,999,6,1,3,1,1,9,0,52428,99,2,6,2,0,0,2,1,1,2,0,0
2,0,29,0,999,2,1,3,1,1,9,0,996147,1,0,2,2,0,0,1,1,1,1,0,0
36,0,54,2,999,6,3,1,1,1,9,0,52428,995,1,1,1,0,0,1,1,2,2,0,0
50,0,4,0,999,99,3,4,1,1,9,0,52428,995,1,1,1,0,0,1,1,2,2,0,0
14,0,4,0,999,4,3,6,1,1,9,0,52428,1,1,5,3,0,0,1,1,2,1,0,0
34,0,6,0,999,0,1,2,1,1,9,0,52428,102,2,1,2,0,0,1,1,1,2,0,13
8,0,6,0,999,1,3,6,2,1,9,0,996147,995,0,6,2,0,0,2,1,1,1,0,0
8,0,4,0,999,2,3,6,1,1,9,0,996147,995,0,6,3,0,0,2,1,2,1,0,0
3,0,4,0,999,0,3,9,1,1,9,0,996147,995,0,6,2,0,0,1,1,1,1,0,0
40,0,4,0,999,6,3,2,1,1,9,0,996147,995,1,1,2,0,0,2,1,2,2,0,0
64,0,4,0,150,2,3,3,2,1,9,0,52428,995,1,1,3,0,0,2,1,2,1,0,0
69,0,4,0,999,2,1,2,1,1,9,0,52428,90,2,6,1,0,0,1,1,2,2,0,10
45,0,4,0,999,2,1,1,2,1,9,0,52428,102,2,1,2,0,0,1,3,1,1,0,52
17,0,48,0,999,1,3,8,1,1,9,0,52428,995,1,1,2,0,0,0,5,1,1,0,0
22,0,40,0,999,2,1,6,1,1,9,0,52428,11,2,1,2,0,0,2,2,2,2,0,20
12,0,48,2,999,2,3,8,1,1,9,0,996147,995,0,6,2,0,0,2,2,2,2,0,0
20,0,4,0,999,2,3,5,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,2,0,0
30,0,4,0,999,7,1,4,1,1,9,1,52428,26,2,1,1,0,0,1,1,2,1,0,52
40,0,4,0,999,2,1,8,1,1,9,0,52428,11,2,1,3,0,5,1,1,1,2,0,44
76,0,55,0,999,2,1,7,1,1,9,0,52428,11,2,1,1,0,0,1,1,1,2,0,52
25,0,4,0,999,3,1,2,1,1,9,0,52428,1,2,1,1,0,0,1,1,1,1,0,26
33,0,4,0,999,4,3,4,1,1,9,0,52428,995,1,1,9,0,0,1,1,2,1,0,0
26,0,4,0,999,4,3,6,1,1,9,0,52428,995,1,5,3,0,0,2,2,2,2,0,0
3,0,4,0,999,1,3,5,1,1,9,0,996147,995,0,6,9,0,0,1,1,2,1,0,0
14,0,21,0,999,1,3,6,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,2,0,0
50,0,49,3,999,2,1,1,2,1,9,0,52428,1,2,1,2,0,0,1,3,1,1,0,0
6,0,4,0,999,0,3,4,1,1,9,0,996147,995,0,6,2,0,0,1,1,2,1,0,0
57,0,4,0,999,6,3,2,1,1,9,0,52428,995,1,5,3,0,0,1,1,2,2,0,0
51,0,18,0,999,6,3,4,1,1,9,0,52428,995,1,1,2,0,5,1,3,2,2,0,0
3,0,4,0,999,0,3,8,1,1,9,0,996147,995,0,6,2,0,0,2,1,1,1,0,0
9,0,4,0,999,2,3,10,1,1,9,0,52428,995,0,6,9,0,0,2,1,1,1,0,0
54,0,4,0,999,6,1,3,1,1,9,0,52428,75,2,1,1,0,0,1,1,2,2,0,0
19,0,29,0,999,5,1,14,1,1,9,0,52428,1,2,1,9,0,0,2,1,1,1,0,52
40,0,40,0,999,0,1,2,1,1,9,0,52428,112,2,1,1,0,0,1,1,1,1,0,52
45,0,4,0,999,1,1,2,1,1,9,0,52428,99,2,1,3,0,0,2,1,1,2,0,26
36,16,17,0,999,2,3,3,1,1,9,0,52428,995,1,1,3,0,4,2,1,2,1,0,0
43,0,48,0,999,6,3,8,1,1,9,0,52428,995,1,6,2,0,0,2,1,2,2,0,0
20,0,21,0,999,1,3,2,1,1,9,0,996147,995,1,5,2,0,0,1,1,2,2,0,0
60,0,48,0,999,4,3,3,1,1,9,0,52428,995,1,5,3,0,0,1,1,2,1,0,0
12,0,200,0,999,1,1,2,1,1,9,0,52428,1,2,1,2,0,0,2,1,2,1,0,4
23,0,4,0,999,2,2,2,1,1,9,0,52428,118,2,6,2,0,0,2,1,1,2,0,13
25,0,4,0,999,0,3,7,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,1,0,0
7,0,5,0,999,0,3,7,1,1,9,0,996147,995,0,6,2,0,0,1,1,1,1,0,0
25,0,48,0,999,10,1,17,2,1,9,0,52428,75,2,1,1,0,3,1,1,1,1,0,0
25,0,4,0,999,0,1,17,2,1,9,0,52428,118,2,1,1,0,0,1,1,1,1,0,52
86,0,210,0,999,6,3,2,2,1,9,0,52428,995,1,1,3,0,0,2,1,2,1,0,0
9,0,4,3,999,2,3,5,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
29,0,39,0,999,2,1,4,1,1,9,1,52428,11,2,1,2,0,0,1,1,1,2,0,26
45,0,4,0,999,1,1,3,1,1,9,0,52428,18,2,1,2,0,0,1,1,1,1,0,9
32,0,200,0,40,5,1,1,1,1,9,0,52428,124,2,6,2,0,0,1,1,1,2,0,52
5,0,200,0,999,0,3,15,1,1,9,0,996147,995,0,6,1,0,0,2,1,1,1,0,0
33,0,29,0,999,1,1,1,1,1,9,1,52428,91,2,1,3,0,0,2,1,1,1,0,52
25,0,5,0,999,6,1,1,1,1,9,0,52428,1,2,1,2,0,0,1,1,2,2,0,52
48,0,10,0,999,1,3,3,1,1,9,0,52428,995,1,6,3,0,5,2,1,1,2,0,0
25,0,4,0,999,1,3,12,1,1,9,0,52428,995,1,1,2,0,0,1,3,1,1,0,0
0,0,4,0,999,1,3,4,1,1,0,0,996147,118,0,6,9,0,0,2,1,1,1,0,0
27,0,4,0,999,1,1,3,1,1,9,1,52428,102,2,6,9,0,0,2,1,1,1,0,52
5,0,4,3,999,0,3,6,2,1,9,4,996147,995,0,6,9,0,0,2,1,2,1,0,0
19,0,20,3,999,8,3,5,1,1,9,1,52428,995,1,1,2,0,0,2,1,2,1,0,0
4,0,4,0,999,0,3,4,1,1,9,0,996147,42,0,6,2,0,0,1,1,2,1,0,0
12,0,48,0,999,0,3,1,2,1,9,0,996147,995,0,6,1,0,4,1,3,2,1,0,0
2,0,200,0,999,0,3,4,1,1,9,1,996147,995,0,6,2,0,0,0,5,1,2,0,0
1,0,5,0,999,2,3,13,2,1,9,0,996147,995,0,6,9,0,0,1,1,2,1,0,0
27,0,4,0,999,2,3,2,1,1,9,1,52428,995,1,6,2,0,0,2,1,2,2,0,0
20,0,200,0,87,6,1,6,1,1,9,0,52428,99,2,6,1,0,0,2,1,1,2,0,52
25,0,4,0,999,2,1,4,1,1,9,0,52428,102,2,1,3,0,0,2,1,1,2,0,29
40,0,4,0,999,6,3,3,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
36,0,39,3,999,6,1,1,1,6,9,1,52428,100,2,1,1,0,0,1,1,1,2,0,39
60,0,4,0,999,2,3,3,2,1,9,0,52428,995,1,1,3,0,0,1,1,2,1,0,0
53,0,35,0,999,6,3,2,1,1,9,0,52428,995,1,6,2,0,0,2,1,1,2,2,0
55,0,4,0,999,2,1,5,2,1,9,0,52428,1,2,1,1,0,0,1,3,1,1,0,24
0,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,6,2,0,0,2,1,2,1,0,0
40,0,37,0,999,8,2,3,1,1,9,0,52428,998,2,4,2,0,0,1,1,2,2,0,30
29,0,17,0,999,2,3,5,1,1,9,0,52428,995,1,1,3,0,0,1,3,1,2,0,0
26,0,29,0,999,2,1,1,1,1,9,0,52428,97,2,1,3,0,0,1,1,2,1,0,48
81,0,35,0,1,1,3,5,1,1,9,1,52428,995,0,6,9,0,0,1,1,2,1,0,0
48,0,4,0,999,2,2,2,2,1,9,0,52428,11,2,6,9,0,0,1,3,1,1,0,52
74,0,29,0,999,8,1,2,2,1,9,0,52428,120,2,1,2,0,0,1,1,2,1,0,13
0,0,39,0,999,0,3,13,2,1,9,1,996147,995,0,6,1,0,0,1,1,2,1,0,0
13,0,4,0,999,1,3,6,2,1,9,0,996147,995,0,6,2,0,0,1,1,1,1,0,0
22,0,10,0,999,4,3,17,1,1,9,0,52428,995,2,4,2,0,0,2,1,2,2,0,9
71,0,4,0,999,10,3,5,1,1,9,0,52428,995,1,1,2,0,0,2,1,1,2,0,0
80,0,541,0,999,5,3,9,1,1,9,1,52428,995,1,1,2,0,0,1,1,2,2,0,0
9,0,4,0,120,0,3,5,1,1,9,0,996147,995,0,6,1,0,0,1,1,1,1,0,0
35,0,6,2,999,2,1,5,1,1,9,1,52428,104,2,6,1,0,0,1,1,1,1,0,36
69,0,42,2,999,7,1,7,1,1,9,1,52428,5,2,1,2,0,0,1,1,1,1,0,52
34,0,6,0,999,0,1,3,1,1,9,0,52428,11,2,2,1,0,0,1,1,1,1,0,52
37,26,6,0,999,2,1,3,1,1,9,0,52428,118,2,1,2,0,0,2,1,1,1,0,0
41,0,42,0,999,7,1,2,1,1,9,0,52428,128,2,1,2,0,0,2,1,1,2,0,52
20,0,4,0,999,2,3,2,1,1,9,0,52428,995,1,6,2,0,0,2,1,2,1,0,0
38,0,17,0,999,2,3,3,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,2,0,0
35,16,6,0,999,7,3,3,1,1,9,1,52428,995,1,1,3,0,0,0,1,1,2,0,0
59,0,48,0,999,8,3,3,1,1,9,1,996147,995,1,6,1,0,0,2,1,2,2,0,0
43,0,200,0,159,1,3,4,1,1,9,0,52428,995,1,1,1,0,4,2,1,2,2,0,0
2,18,4,0,999,0,3,3,1,1,9,1,996147,995,0,6,1,0,0,1,1,1,1,0,0
6,0,48,0,150,2,3,6,2,1,9,0,52428,995,0,6,2,0,0,1,3,2,1,0,35
22,0,200,3,999,4,1,2,1,1,9,4,52428,99,2,2,3,0,0,2,1,1,1,0,52
49,18,4,0,999,8,1,6,2,1,9,0,52428,112,2,1,2,0,0,2,1,1,1,0,52
29,0,30,0,999,1,1,5,1,1,9,0,52428,86,2,4,1,0,0,1,1,1,2,0,48
51,0,4,0,999,3,3,2,1,1,9,0,52428,995,1,1,1,0,0,1,1,2,1,0,0
4,0,200,0,999,0,3,5,1,1,9,0,996147,995,0,6,1,0,0,1,1,1,1,0,0
56,0,40,0,999,0,1,9,1,1,9,0,52428,11,2,6,1,0,0,1,1,1,2,0,31
3,0,4,0,999,0,3,5,1,1,9,0,52428,995,0,6,2,0,0,1,1,2,2,0,0
15,0,35,0,999,2,3,2,2,1,9,0,52428,995,1,1,2,0,0,1,1,2,1,2,0
8,0,4,0,999,1,3,7,1,1,0,0,996147,995,0,6,9,0,0,2,1,2,1,0,35
20,0,31,0,999,1,1,6,1,1,9,0,52428,5,2,5,1,0,0,1,1,2,2,0,49
4,0,4,0,999,1,3,10,2,1,9,0,996147,995,0,6,2,0,0,1,3,1,1,0,0
54,0,4,0,999,1,1,3,1,1,9,0,52428,91,2,6,1,0,0,2,1,1,1,0,52
24,0,4,0,1,2,1,5,1,1,9,1,52428,100,2,1,2,0,0,2,1,1,2,0,48
25,0,4,0,999,2,1,2,1,1,9,0,52428,131,2,1,1,0,4,1,3,1,1,0,21
14,0,40,3,999,2,3,5,1,1,9,1,52428,995,1,6,2,0,0,1,3,2,1,0,0
0,0,48,0,999,1,3,5,2,1,9,0,996147,995,0,6,3,0,0,1,3,2,1,0,35
35,0,48,0,999,1,1,10,1,1,9,0,52428,1,2,1,1,0,0,2,1,1,1,0,40
0,0,4,2,999,2,3,5,2,1,9,1,996147,995,0,6,3,0,0,2,1,1,1,0,0
28,0,42,0,999,2,1,1,1,1,9,0,52428,124,2,1,3,0,0,2,1,1,1,0,17
64,0,4,0,999,3,3,10,1,1,9,0,52428,995,1,1,2,0,1,0,5,2,1,0,0
7,0,4,0,132,0,3,3,1,1,9,1,996147,995,0,6,2,0,0,1,1,1,1,0,0
12,0,4,0,999,1,3,4,1,1,9,0,996147,995,0,6,9,0,0,1,1,1,1,0,0
5,0,5,0,999,1,3,9,2,1,9,0,996147,995,0,6,1,0,0,1,3,2,1,0,0
35,0,30,0,999,0,3,11,2,1,9,1,52428,995,1,6,2,0,3,1,3,2,1,0,0
14,0,48,0,999,3,3,4,2,1,9,0,52428,995,1,1,1,0,0,1,3,2,1,0,0
0,0,35,0,999,9,3,7,1,1,9,0,996147,995,0,6,9,0,0,1,1,2,2,0,0
49,0,210,0,999,2,3,5,1,1,9,0,52428,995,1,5,2,0,0,1,1,2,1,0,0
44,0,48,0,999,4,3,2,1,1,9,0,52428,995,1,6,2,0,0,2,1,2,2,0,0
12,0,29,0,999,0,3,3,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
4,0,4,3,999,2,3,4,1,1,9,0,52428,995,1,1,1,0,0,2,1,2,2,0,0
48,0,48,3,999,1,1,10,1,1,9,0,52428,111,2,1,3,0,0,2,1,1,2,0,52
15,0,4,0,999,6,3,2,1,1,9,0,996147,995,1,5,3,0,0,2,1,2,1,0,0
12,0,200,0,999,1,3,3,2,1,9,1,996147,995,0,6,9,0,0,1,3,1,1,0,0
0,0,4,0,999,0,3,10,1,1,9,0,996147,995,0,6,3,0,0,2,1,1,1,0,0
34,0,4,0,999,3,3,3,1,1,9,0,52428,995,1,1,3,0,0,2,1,1,2,0,0
0,0,48,0,999,0,3,3,1,1,9,1,996147,995,0,6,9,0,0,2,1,2,1,0,0
70,0,6,0,999,4,3,4,2,1,9,0,52428,995,1,6,1,0,0,1,1,1,1,0,0
3,0,110,0,999,0,3,6,1,1,9,0,996147,995,0,6,9,0,0,1,1,2,2,0,0
1,0,4,0,999,0,3,15,1,1,9,0,996147,995,0,6,4,0,0,2,1,1,1,0,0
18,0,6,0,999,6,1,5,1,1,9,0,52428,97,2,6,3,0,0,2,1,1,2,0,26
20,0,4,0,999,1,1,17,1,1,9,0,52428,1,2,6,2,0,0,0,1,2,1,0,34
11,0,48,0,999,0,3,3,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,2,0,0
5,0,4,0,999,1,3,6,1,1,9,1,996147,995,0,6,3,0,0,2,1,2,1,0,0
5,0,48,0,999,0,3,4,1,1,9,0,996147,995,0,6,3,0,0,1,1,2,1,0,0
14,0,48,0,87,3,3,5,1,1,9,0,996147,995,1,6,1,0,1,2,1,2,2,0,0
62,0,48,0,999,1,3,2,1,1,9,0,52428,995,1,1,3,0,0,2,1,2,1,0,0
38,0,40,0,999,2,1,4,1,1,9,0,52428,1,2,1,3,0,0,2,1,1,2,0,35
25,0,29,0,999,3,3,4,1,1,9,0,52428,118,1,6,1,0,0,1,1,2,2,0,0
12,0,39,0,999,2,3,9,2,1,0,0,52428,995,0,6,2,0,0,1,3,2,1,0,0
56,0,6,0,999,8,3,3,1,1,9,1,52428,995,1,6,2,0,0,2,1,2,2,0,0
29,0,410,0,999,11,1,5,1,1,9,0,52428,5,2,6,2,0,0,1,1,1,2,0,52
14,0,4,0,999,3,3,1,1,1,9,0,52428,995,1,1,2,0,0,2,1,1,1,0,0
2,0,4,0,999,1,3,1,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,2,0,0
13,0,49,0,999,0,3,5,2,1,9,0,996147,995,0,6,9,0,3,1,1,2,1,0,0
17,0,10,0,999,6,3,4,1,1,9,0,52428,995,1,6,9,0,0,2,1,1,1,0,0
17,0,29,0,999,2,2,3,1,1,9,0,52428,72,1,2,2,0,0,2,1,2,1,0,0
30,0,4,0,999,2,1,2,1,1,9,0,52428,11,2,6,2,0,0,2,1,1,2,0,52
5,0,4,0,999,1,3,8,1,1,3,0,996147,995,0,6,2,0,0,2,1,2,1,0,0
34,0,6,0,999,1,3,2,1,1,9,0,786432,995,1,1,1,0,0,1,1,2,2,0,0
53,0,4,0,999,2,1,4,1,6,9,1,52428,998,2,1,2,0,3,1,1,1,2,0,40
28,0,4,0,999,2,1,1,1,1,9,0,52428,11,2,1,3,0,0,2,1,2,2,0,52
15,0,200,0,999,2,3,3,1,1,9,0,52428,995,1,1,1,0,0,1,1,2,1,0,0
70,0,6,0,999,2,3,6,2,1,9,1,52428,995,1,1,2,0,0,1,3,2,1,0,0
11,0,5,0,999,0,3,6,1,1,9,0,996147,995,0,6,9,0,0,1,1,1,1,0,0
50,0,4,0,999,1,1,9,1,1,9,0,52428,11,2,6,2,0,0,1,1,1,1,0,13
52,0,28,0,999,0,1,2,2,1,9,1,52428,35,2,1,2,0,0,2,1,2,1,0,40
17,0,4,0,999,4,3,5,1,1,9,1,52428,995,1,1,2,0,0,2,1,2,2,0,0
47,0,4,0,999,6,3,5,1,1,0,0,52428,995,1,1,2,0,0,2,1,2,2,0,0
74,0,4,0,999,2,1,2,1,1,9,0,52428,118,2,6,2,0,0,2,1,1,2,0,50
5,0,4,0,999,0,3,5,1,1,9,1,996147,995,0,6,2,0,0,2,1,2,1,0,0
7,0,48,0,159,0,3,5,2,1,9,0,996147,995,0,6,9,0,0,1,1,2,1,0,0
28,0,5,0,999,2,3,6,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,1,0,0
16,0,48,0,999,2,3,1,1,1,9,1,52428,995,1,2,1,0,0,1,1,2,2,0,0
17,0,4,3,999,2,3,3,1,6,9,1,52428,995,1,1,2,0,0,1,1,2,1,0,0
33,0,4,0,999,10,1,9,1,1,9,0,52428,131,2,1,3,0,0,2,1,2,2,0,40
74,0,27,0,999,4,1,3,1,1,9,0,52428,1,2,5,2,0,0,1,1,1,1,0,52
39,0,30,0,999,6,1,6,1,1,9,0,52428,131,2,1,2,0,0,1,1,1,1,0,48
2,0,4,0,999,1,3,3,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
47,0,4,0,999,6,3,4,2,1,0,0,52428,995,1,1,2,0,0,1,3,2,1,0,0
77,0,30,0,149,2,3,6,1,1,2,0,52428,995,1,5,1,0,3,1,1,1,2,0,0
15,0,21,0,999,2,3,4,1,1,9,0,52428,995,1,6,2,0,0,2,1,1,2,0,17
13,0,150,0,999,0,3,5,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,1,0,0
20,0,39,0,999,0,3,4,2,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
26,0,29,0,999,2,2,1,1,1,9,0,52428,90,2,1,2,0,0,2,1,2,2,0,40
22,0,5,0,999,6,1,14,1,1,9,1,52428,124,2,6,2,0,0,1,1,1,2,0,52
81,0,42,0,999,2,3,4,2,1,9,0,996147,995,0,6,9,0,0,1,3,2,1,0,19
4,0,40,2,999,1,3,4,1,1,9,0,996147,995,0,6,3,0,0,1,1,2,1,0,0
4,0,40,0,999,0,3,6,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
52,0,4,0,999,2,1,14,1,1,9,0,52428,11,2,6,2,0,0,1,1,1,2,0,32
22,0,17,0,999,6,2,1,1,1,9,1,52428,11,2,1,2,0,0,2,1,1,2,0,52
4,0,18,0,999,0,1,8,1,1,9,0,996147,79,0,2,9,0,0,2,1,2,1,0,0
52,0,4,0,999,4,3,4,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,2,0,0
11,0,4,0,999,1,3,8,1,1,9,1,996147,995,0,6,2,0,0,2,1,2,2,0,0
18,0,19,0,999,3,3,3,1,1,9,0,52428,995,1,6,1,0,0,2,1,2,1,0,0
53,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,1,1,0,0,1,2,2,1,0,0
8,0,29,0,999,0,3,12,2,1,9,0,996147,995,0,6,9,0,0,2,1,2,1,0,0
15,0,200,0,999,4,3,4,1,1,9,0,52428,26,1,6,3,0,0,2,1,1,2,0,0
62,0,4,0,999,4,3,8,2,1,9,0,52428,995,1,1,1,0,0,1,3,2,1,0,0
30,0,4,0,999,2,3,7,1,1,9,0,996147,995,0,6,2,0,0,2,1,2,2,0,24
0,0,541,0,149,10,3,5,2,1,9,0,52428,995,1,6,1,0,0,1,3,1,1,0,0
14,0,4,0,999,2,3,5,1,1,9,0,52428,995,1,1,2,0,0,2,1,1,2,0,0
47,0,4,0,999,1,3,6,2,1,9,0,52428,995,1,6,1,0,4,1,1,1,1,0,0
69,0,19,0,999,0,3,6,1,1,9,1,52428,995,0,6,2,0,0,1,1,1,1,0,0
13,0,4,0,999,10,1,2,1,1,9,0,52428,1,2,1,2,0,0,2,1,1,2,0,52
20,0,4,0,999,1,1,4,1,1,9,0,52428,11,2,1,1,0,0,2,1,1,1,0,52
73,0,4,0,999,0,3,6,2,1,9,1,996147,995,0,6,1,0,0,1,3,2,1,0,0
33,0,4,2,999,10,1,4,1,1,9,0,52428,118,2,1,2,0,0,1,1,1,2,0,52
22,0,4,0,999,8,2,5,1,1,9,0,52428,72,2,4,2,0,0,1,1,1,2,0,52
63,0,4,0,999,0,1,1,2,1,9,0,52428,1,2,1,2,0,0,1,1,2,1,0,20
28,0,5,0,999,6,1,1,1,1,9,1,52428,75,2,6,1,0,0,1,1,2,1,0,26
23,0,4,0,999,11,1,3,1,1,9,0,52428,1,2,1,2,0,0,1,1,1,2,0,26
16,0,42,0,999,2,3,3,1,1,9,0,52428,995,1,1,3,0,0,2,1,1,1,0,0
0,0,19,0,999,99,3,5,2,1,9,0,996147,995,0,6,2,0,0,1,1,1,1,0,0
15,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,1,3,0,0,2,1,2,1,0,0
22,0,200,0,999,8,3,2,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,2,0,0
2,0,4,3,999,0,3,3,1,1,9,1,996147,995,0,6,9,0,0,2,1,2,2,0,0
4,0,4,0,999,1,3,6,1,1,9,0,996147,995,0,6,3,0,0,2,1,1,2,0,0
15,0,4,0,999,0,3,4,1,1,9,0,52428,995,1,6,3,0,0,2,1,2,1,0,0
8,0,4,0,999,0,3,15,1,1,9,0,996147,995,0,6,9,0,0,2,1,2,2,0,45
54,0,35,0,999,2,1,8,2,1,9,0,52428,79,2,1,1,0,0,1,3,1,1,0,48
54,0,4,0,999,3,3,4,2,1,9,0,52428,995,1,1,1,0,0,1,3,1,1,0,0
34,0,17,0,999,6,3,8,1,1,9,0,52428,995,1,1,2,0,0,1,1,2,1,0,0
57,0,200,0,999,2,1,1,1,1,9,0,52428,128,2,1,2,0,0,2,1,1,1,0,52
24,0,4,2,999,0,3,2,1,1,9,0,52428,995,1,1,1,0,0,2,1,2,1,0,0
24,0,28,0,999,0,3,4,1,1,9,0,52428,995,1,6,1,0,0,1,1,2,1,0,0
50,0,35,0,999,0,1,5,1,1,9,1,786432,11,2,1,1,0,0,1,1,1,2,0,52
73,0,48,0,999,0,3,8,1,1,9,0,52428,995,0,6,1,0,0,1,1,1,1,0,0
14,0,4,0,999,6,3,9,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,52
6,0,35,0,999,0,3,6,1,1,9,0,996147,995,0,6,9,0,0,2,1,1,1,0,0
73,0,4,0,999,2,3,4,1,1,9,0,996147,119,0,6,2,0,0,1,1,2,1,0,0
25,0,30,0,999,2,3,4,1,1,9,0,52428,995,1,1,2,0,0,1,1,1,1,0,0
24,0,42,0,999,2,3,3,1,1,9,0,52428,995,1,6,3,0,0,2,1,1,2,0,52
20,0,4,2,999,1,3,1,1,1,9,0,52428,995,1,1,2,0,0,2,1,2,1,0,0
0,0,48,0,999,1,3,9,1,1,9,0,996147,995,0,6,2,0,0,0,5,2,1,0,0
14,0,6,0,999,2,3,3,1,1,9,0,52428,995,1,6,2,0,0,2,1,2,1,0,0
54,0,42,0,999,4,1,6,2,1,9,0,52428,102,2,1,2,0,0,1,3,1,1,0,31
32,0,4,0,999,2,3,3,1,1,9,0,52428,995,1,1,3,0,0,2,1,2,2,0,0
38,0,4,2,999,0,3,5,1,1,9,0,996147,995,0,6,2,0,0,2,1,1,2,0,0
